reporte_id,ciudadano_id,lat,lon,tipo,created_at,es_hotspot_conocido,operatividad_activo,quema_observada,segregacion_observada,volumen_categoria,permanencia_anios_estimado,cluster_id
43,21,-12.21634485125974,-76.94256223524651,desmonte,2026-04-11,True,True,False,False,medio,2.2,6
44,21,-12.196468548394133,-76.93115332099873,reciclaje_domiciliario,2026-04-25,True,True,False,True,medio,3.7,7
45,21,-12.217303108874635,-76.9415549503108,desmonte,2026-04-23,True,False,False,True,alto,3.9,6
46,22,-12.202530441479313,-76.95825276329687,desmonte,2026-06-30,True,True,True,False,medio,4.8,2
47,23,-12.228012879489912,-76.92946219910155,desmonte,2026-05-31,True,False,False,False,medio,1.1,14
48,23,-12.198696727351264,-76.92447547336128,recojo_consolidado,2026-05-19,False,True,False,True,bajo,0.0,-1
49,23,-12.228563794662985,-76.92962843956504,reciclaje_domiciliario,2026-04-25,True,False,True,True,alto,3.8,14
50,24,-12.22636523465249,-76.96028193463276,desmonte,2026-06-25,False,True,True,False,bajo,0.9,-1
51,24,-12.205113231453431,-76.92906710898977,reciclaje_domiciliario,2026-04-27,False,False,False,True,medio,1.9,-1
52,24,-12.22539411583074,-76.94440712105853,desmonte,2026-05-10,True,False,False,False,bajo,1.2,15
53,24,-12.193795166972235,-76.95699370733826,recojo_consolidado,2026-05-13,True,True,False,False,alto,3.8,4
54,24,-12.20207998775373,-76.95740403783455,desmonte,2026-04-18,True,False,False,False,alto,2.6,2
55,25,-12.193234475387666,-76.95722517626817,recojo_consolidado,2026-04-25,True,False,True,False,alto,3.5,4
56,26,-12.19321905121574,-76.95700192395446,recojo_consolidado,2026-05-01,True,True,False,False,medio,4.7,4
57,26,-12.19338913293156,-76.9579430141304,desmonte,2026-05-20,True,True,False,True,alto,1.7,4
58,26,-12.195940221257592,-76.9198159433504,recojo_consolidado,2026-04-08,False,False,False,False,bajo,2.7,-1
59,27,-12.202971855398353,-76.9580245384327,recojo_consolidado,2026-04-20,True,True,True,False,medio,2.8,2
60,27,-12.211556987707079,-76.95698996708451,recojo_consolidado,2026-06-08,True,False,False,False,alto,1.9,1
61,27,-12.212386675974496,-76.92597030529068,desmonte,2026-04-24,True,True,False,True,alto,3.4,3
62,27,-12.196067379815831,-76.93098890614594,reciclaje_domiciliario,2026-05-14,True,False,False,True,bajo,5.2,7
63,28,-12.195968924341503,-76.93176198506215,desmonte,2026-04-14,True,True,False,True,alto,2.8,7
64,28,-12.210531297896893,-76.95764821888568,recojo_consolidado,2026-06-01,True,False,False,True,alto,3.1,1
65,29,-12.193404417344318,-76.95776341039671,desmonte,2026-04-24,True,True,True,False,alto,2.6,4
66,29,-12.20506452770648,-76.95678734658033,reciclaje_domiciliario,2026-06-11,False,True,False,False,bajo,0.2,-1
67,29,-12.19429177789598,-76.95717006160906,recojo_consolidado,2026-04-13,True,True,False,True,alto,3.8,4
68,30,-12.212577640440292,-76.93725706904951,recojo_consolidado,2026-06-19,False,False,False,False,medio,0.0,-1
69,30,-12.196054700097081,-76.93211781582625,recojo_consolidado,2026-06-18,True,False,True,False,medio,1.8,7
70,31,-12.190622818337284,-76.94294585346084,recojo_consolidado,2026-04-07,True,False,False,False,alto,3.0,16
71,32,-12.197035568894623,-76.92645634049761,reciclaje_domiciliario,2026-06-10,True,False,False,True,bajo,2.8,17
72,32,-12.193797388180059,-76.95727442192997,reciclaje_domiciliario,2026-05-19,True,True,False,False,alto,3.8,4
73,32,-12.193237719131465,-76.93295107659169,desmonte,2026-05-25,False,False,False,False,bajo,1.4,18
74,33,-12.212942621248564,-76.92868302749858,recojo_consolidado,2026-04-25,True,True,False,False,alto,2.2,19
75,34,-12.21323245880697,-76.92864176777465,desmonte,2026-06-13,True,False,False,False,medio,4.3,19
76,34,-12.194160843316475,-76.95968521117834,reciclaje_domiciliario,2026-06-04,True,True,True,True,alto,4.2,4
77,35,-12.193329455427179,-76.95708442816884,desmonte,2026-04-15,True,False,False,False,alto,3.4,4
78,35,-12.193437899694638,-76.95638424373107,desmonte,2026-04-13,True,True,False,True,alto,3.3,4
79,35,-12.200068564283614,-76.95831678666708,desmonte,2026-06-18,True,False,True,False,alto,3.7,20
80,36,-12.232461253503285,-76.95836197006238,recojo_consolidado,2026-05-22,False,False,False,False,medio,0.0,-1
81,36,-12.230435314623767,-76.95497133804164,desmonte,2026-05-24,True,False,False,False,medio,2.5,21
82,37,-12.19207777714138,-76.93155752385869,desmonte,2026-05-19,True,False,False,False,bajo,1.6,22
83,37,-12.212325143229238,-76.92635347067099,desmonte,2026-05-19,True,True,True,False,medio,4.0,3
84,38,-12.211087810241027,-76.95710478699343,desmonte,2026-06-30,True,True,False,True,alto,3.4,1
85,39,-12.203333215441202,-76.9378370293185,desmonte,2026-04-17,False,False,False,False,bajo,0.7,23
86,40,-12.192806713705581,-76.9574186144761,desmonte,2026-06-12,True,False,True,False,alto,2.4,4
87,41,-12.212686386246684,-76.92582150471789,reciclaje_domiciliario,2026-06-11,True,True,True,False,medio,3.6,3
88,42,-12.193726839699845,-76.9587601341709,recojo_consolidado,2026-04-23,True,False,False,False,medio,4.2,4
89,43,-12.211349611294477,-76.95238517827703,recojo_consolidado,2026-04-08,False,True,False,True,bajo,3.0,-1
90,43,-12.194041950846001,-76.9301062858699,reciclaje_domiciliario,2026-04-14,True,False,True,False,bajo,1.9,7
91,43,-12.202591680686083,-76.92732109526538,desmonte,2026-06-08,False,False,True,False,medio,0.2,-1
92,44,-12.211690509770616,-76.92189297370086,reciclaje_domiciliario,2026-04-28,True,True,True,False,bajo,3.0,24
93,44,-12.220477518725374,-76.9365988859376,reciclaje_domiciliario,2026-06-20,False,True,False,False,bajo,1.5,-1
94,45,-12.21152292375433,-76.93213776329736,reciclaje_domiciliario,2026-05-29,True,True,False,False,bajo,1.4,8
95,45,-12.203564427384741,-76.95737644605975,reciclaje_domiciliario,2026-06-12,True,True,False,False,alto,5.1,2
96,45,-12.212743599454122,-76.92717842086506,reciclaje_domiciliario,2026-06-14,True,True,True,True,alto,4.0,-1
97,46,-12.212886880546694,-76.93075324518402,reciclaje_domiciliario,2026-04-16,True,False,True,True,alto,4.3,8
98,47,-12.226876230465813,-76.94447162563525,recojo_consolidado,2026-04-16,False,False,False,False,medio,0.9,25
99,48,-12.186290314070469,-76.92787343507096,reciclaje_domiciliario,2026-06-21,False,False,False,False,bajo,0.9,-1
100,48,-12.22342610171673,-76.94090989393746,desmonte,2026-06-01,True,False,False,True,bajo,1.8,26
101,49,-12.19178851601842,-76.92840884719698,recojo_consolidado,2026-07-02,False,True,False,False,bajo,0.4,-1
102,49,-12.21125400445242,-76.93147443443515,reciclaje_domiciliario,2026-04-21,True,True,True,False,bajo,2.7,8
103,50,-12.186449029584502,-76.93070534316963,reciclaje_domiciliario,2026-06-08,True,True,False,False,alto,5.1,-1
104,50,-12.193114042482009,-76.95799673779108,desmonte,2026-05-12,True,True,True,True,alto,3.4,4
105,51,-12.232506254672028,-76.9262063475493,desmonte,2026-05-16,True,True,True,True,medio,3.5,11
106,52,-12.210924351671556,-76.95657110495999,reciclaje_domiciliario,2026-06-17,True,True,True,False,medio,2.5,1
107,52,-12.196297376104882,-76.94553794746825,desmonte,2026-06-02,True,True,False,True,alto,2.1,27
108,53,-12.199923320102727,-76.95752729838054,desmonte,2026-06-24,True,True,True,True,medio,5.1,20
109,53,-12.227446870021756,-76.96190905070723,desmonte,2026-06-20,True,True,False,False,alto,3.8,28
110,54,-12.216880603802235,-76.94190074131062,desmonte,2026-04-19,True,True,True,False,medio,3.7,6
111,54,-12.196935310716222,-76.94598537058633,reciclaje_domiciliario,2026-06-02,True,True,True,True,alto,3.3,27
112,54,-12.193264094173582,-76.94192798779525,desmonte,2026-05-25,True,False,True,False,alto,3.8,12
113,54,-12.20132698565348,-76.9609789817886,desmonte,2026-05-03,True,True,False,False,alto,5.0,29
114,54,-12.20155292957061,-76.96063074687626,recojo_consolidado,2026-04-17,True,True,False,False,alto,4.9,29
115,54,-12.19608597487666,-76.9539367505081,reciclaje_domiciliario,2026-05-26,True,True,False,False,bajo,1.9,30
116,54,-12.211620799804464,-76.95609838695624,recojo_consolidado,2026-04-17,True,True,True,False,bajo,3.4,1
117,55,-12.211161551196675,-76.93123322051315,desmonte,2026-05-14,True,False,False,False,medio,2.4,8
118,56,-12.188627682536076,-76.93602325888644,recojo_consolidado,2026-06-30,True,False,False,False,medio,1.5,31
119,56,-12.20110779166613,-76.95023790521557,desmonte,2026-04-10,True,True,False,False,medio,2.6,32
120,56,-12.189552873032618,-76.95447619633292,desmonte,2026-06-11,False,False,False,False,bajo,0.9,-1
121,57,-12.193043397403311,-76.95763971754037,desmonte,2026-04-28,True,True,True,False,alto,2.7,4
122,57,-12.196562050115649,-76.96371906944502,desmonte,2026-04-17,False,True,False,False,bajo,0.0,-1
123,58,-12.231753996058973,-76.95258547378695,recojo_consolidado,2026-04-23,False,True,False,False,bajo,1.7,-1
124,58,-12.193183506661116,-76.95727726804776,desmonte,2026-05-11,True,False,True,False,medio,4.1,4
125,59,-12.194454629527655,-76.9566289480299,reciclaje_domiciliario,2026-06-09,True,False,True,False,alto,4.3,4
126,60,-12.188634151204397,-76.93733760267197,desmonte,2026-05-07,True,True,False,False,alto,1.5,31
127,60,-12.19404507091852,-76.95833575168092,desmonte,2026-05-19,True,False,True,False,alto,4.3,4
128,61,-12.212434775372742,-76.92643778143903,recojo_consolidado,2026-05-06,True,False,True,False,alto,3.0,3
129,62,-12.203604366151193,-76.92087070900122,reciclaje_domiciliario,2026-06-03,False,False,False,False,bajo,1.5,-1
130,62,-12.213662518635584,-76.9266330541785,desmonte,2026-05-04,True,False,False,True,alto,2.7,33
131,63,-12.195997292677886,-76.95471600641639,desmonte,2026-05-22,True,True,False,False,medio,3.9,30
132,63,-12.19290764521249,-76.95773818259634,desmonte,2026-04-08,True,True,False,True,medio,4.7,4
133,64,-12.195747107419649,-76.9310705513836,reciclaje_domiciliario,2026-06-24,True,True,False,True,medio,2.7,7
134,64,-12.194051678222731,-76.95763404768718,desmonte,2026-04-30,True,True,True,True,alto,3.3,4
135,65,-12.215929024037516,-76.94515810801106,recojo_consolidado,2026-05-19,False,True,True,False,bajo,1.3,-1
136,65,-12.22730183988114,-76.93074352298419,recojo_consolidado,2026-05-14,True,True,True,False,alto,1.4,34
137,65,-12.193070861550138,-76.9573389433192,desmonte,2026-05-18,True,True,False,False,alto,3.2,4
138,65,-12.216657871172783,-76.92586944239953,desmonte,2026-06-22,True,False,False,False,bajo,3.9,13
139,66,-12.193565053594678,-76.95791788501269,recojo_consolidado,2026-05-14,True,True,False,False,alto,3.5,4
140,66,-12.19442131718642,-76.95769168698205,desmonte,2026-05-28,True,False,False,False,alto,4.1,4
141,66,-12.196072514050977,-76.94510835312445,desmonte,2026-06-13,True,False,False,False,alto,2.5,27
142,66,-12.203215878384174,-76.95843142966794,reciclaje_domiciliario,2026-04-12,True,False,False,False,alto,4.7,2
143,67,-12.231622057959674,-76.92721771476118,desmonte,2026-06-15,True,False,True,True,alto,5.4,11
144,67,-12.218285585161736,-76.95492694829778,reciclaje_domiciliario,2026-05-28,False,True,False,True,bajo,1.2,-1
145,67,-12.195201946052482,-76.93153229012084,recojo_consolidado,2026-06-01,True,False,True,False,alto,4.3,7
146,68,-12.217317456004196,-76.95018482501285,reciclaje_domiciliario,2026-05-25,True,True,True,False,alto,2.7,9
147,68,-12.193779056989163,-76.95681270351801,desmonte,2026-05-17,True,True,False,True,alto,6.0,4
148,69,-12.222538962425924,-76.9465568934767,desmonte,2026-05-09,False,False,False,False,bajo,0.5,-1
149,69,-12.192715183661292,-76.94198655131264,recojo_consolidado,2026-06-04,True,True,False,True,alto,3.0,12
150,69,-12.225266626332973,-76.9446401113397,reciclaje_domiciliario,2026-06-03,True,True,False,False,medio,0.4,15
151,70,-12.195659577494826,-76.93144353594751,reciclaje_domiciliario,2026-05-02,True,True,True,True,alto,3.7,7
152,70,-12.212869316374,-76.92666113305742,desmonte,2026-05-03,True,False,False,False,alto,4.9,3
153,71,-12.212380930680636,-76.92578908023944,recojo_consolidado,2026-05-13,True,False,True,True,medio,2.0,3
154,71,-12.21127308335857,-76.9567564553719,desmonte,2026-05-19,True,False,False,False,medio,3.0,1
155,72,-12.19628080987864,-76.93130605603336,recojo_consolidado,2026-06-24,True,True,False,False,bajo,2.8,7
156,72,-12.192691083703444,-76.95772029919945,desmonte,2026-05-15,True,True,False,False,alto,4.9,4
157,73,-12.192909123650947,-76.95733635913156,desmonte,2026-06-14,True,True,True,False,alto,3.1,4
158,73,-12.195130607021866,-76.931957061447,desmonte,2026-06-28,True,False,False,False,bajo,3.7,7
159,73,-12.193132978084828,-76.95726367016469,desmonte,2026-05-11,True,True,False,True,alto,5.7,4
160,73,-12.192340538055902,-76.95753329112715,recojo_consolidado,2026-05-18,True,True,True,False,alto,3.3,4
161,73,-12.200791073498822,-76.95784723261983,desmonte,2026-05-18,True,False,False,True,alto,1.5,20
162,73,-12.194071706281116,-76.95625137715614,recojo_consolidado,2026-04-30,True,False,False,False,alto,5.7,4
163,73,-12.194098931815342,-76.95943706625404,reciclaje_domiciliario,2026-06-04,True,False,False,True,alto,3.6,4
164,74,-12.201353901919859,-76.96028748214499,desmonte,2026-06-04,True,True,False,True,alto,4.2,29
165,74,-12.2125999872088,-76.92503150108622,reciclaje_domiciliario,2026-06-19,True,True,True,False,alto,3.1,3
166,75,-12.225967027268089,-76.94584237358285,recojo_consolidado,2026-06-28,False,False,False,False,bajo,1.5,-1
167,75,-12.228027531773781,-76.94229646367822,reciclaje_domiciliario,2026-04-13,False,False,False,True,bajo,0.6,-1
168,76,-12.193985839222554,-76.95715551440654,desmonte,2026-06-09,True,False,True,False,alto,3.6,4
169,76,-12.194760195067103,-76.93086696397707,recojo_consolidado,2026-05-25,True,False,True,False,bajo,1.5,7
170,76,-12.195739745540747,-76.93206073404096,reciclaje_domiciliario,2026-04-14,True,True,False,True,alto,3.1,7
171,77,-12.201091279471235,-76.9610957026116,recojo_consolidado,2026-06-15,True,True,True,False,alto,4.7,29
172,77,-12.202781735351095,-76.95749248191989,reciclaje_domiciliario,2026-06-19,True,True,True,True,alto,5.4,2
173,77,-12.228939540702221,-76.94249850481202,desmonte,2026-05-01,False,False,False,False,bajo,0.3,-1
174,77,-12.199421812700642,-76.95009539460695,desmonte,2026-06-03,False,True,False,False,bajo,1.1,-1
175,78,-12.194402743947835,-76.9574344302818,recojo_consolidado,2026-06-11,True,False,False,False,alto,5.6,4
176,78,-12.212878688966729,-76.92815443464596,recojo_consolidado,2026-04-25,True,False,True,True,medio,3.2,19
177,78,-12.229387437426514,-76.95465519929088,desmonte,2026-06-11,True,True,True,False,bajo,3.6,21
178,79,-12.193375908387273,-76.95715135176442,desmonte,2026-07-04,True,True,True,False,alto,3.5,4
179,80,-12.192745440889526,-76.95817960149654,desmonte,2026-04-21,True,False,False,False,medio,3.5,4
180,81,-12.188479202714932,-76.95002580869854,desmonte,2026-04-08,False,True,True,False,bajo,1.1,76
181,81,-12.215984143582363,-76.92501232888134,desmonte,2026-04-14,False,True,False,False,bajo,0.3,13
182,81,-12.200147409748903,-76.9567758190495,desmonte,2026-06-24,True,True,False,False,medio,4.9,20
183,82,-12.201243237955865,-76.95985492259513,desmonte,2026-05-23,True,True,False,True,alto,5.4,29
184,82,-12.225681738094302,-76.94537753522624,desmonte,2026-04-16,True,False,False,True,medio,0.5,15
185,83,-12.22741074514262,-76.96224596950516,recojo_consolidado,2026-05-09,True,True,False,True,medio,3.9,28
186,83,-12.200282858937857,-76.95778771810978,desmonte,2026-06-08,True,True,True,True,alto,2.3,20
187,83,-12.22703555681707,-76.96203346494747,reciclaje_domiciliario,2026-06-02,True,True,False,True,alto,4.4,28
188,84,-12.232117369379317,-76.92621277784347,desmonte,2026-06-06,True,True,True,True,alto,5.1,11
189,84,-12.194609640812054,-76.95890164412313,reciclaje_domiciliario,2026-05-08,True,False,True,True,alto,3.1,4
190,85,-12.20252475069235,-76.95776655888679,recojo_consolidado,2026-05-07,True,True,False,True,alto,5.1,2
191,86,-12.22344026046994,-76.96345935844549,desmonte,2026-04-30,True,False,False,False,alto,3.4,35
192,87,-12.196028180725195,-76.95391307392772,recojo_consolidado,2026-06-09,True,False,False,False,alto,3.0,30
193,87,-12.195607719785102,-76.95424993855607,desmonte,2026-05-01,True,False,True,True,medio,3.1,30
194,87,-12.212585194998313,-76.92614651387522,desmonte,2026-05-26,True,True,False,True,alto,3.6,3
195,88,-12.19327194312423,-76.95697937621699,desmonte,2026-07-01,True,True,False,False,alto,3.0,4
196,88,-12.21668865657582,-76.94253957095923,desmonte,2026-04-25,True,True,True,False,medio,4.0,6
197,88,-12.190437761857556,-76.94319035143604,desmonte,2026-06-26,True,True,True,False,alto,3.8,16
198,88,-12.212383999961313,-76.92629233850808,reciclaje_domiciliario,2026-07-04,True,True,True,False,medio,4.0,3
199,88,-12.192000370182992,-76.94146527557405,desmonte,2026-05-02,True,True,False,False,alto,5.2,-1
200,89,-12.195599947470143,-76.95347230932889,recojo_consolidado,2026-06-27,True,True,False,True,alto,2.2,30
201,89,-12.195774601370594,-76.95479297246379,desmonte,2026-05-18,True,False,False,True,bajo,2.6,30
202,89,-12.193015664126467,-76.95745829984786,desmonte,2026-06-04,True,True,False,False,medio,1.4,4
203,89,-12.195048091713826,-76.95772404730977,desmonte,2026-04-11,True,False,True,True,medio,4.3,36
204,89,-12.200708383655517,-76.95046193905725,reciclaje_domiciliario,2026-06-07,True,False,False,False,alto,2.1,32
205,90,-12.224856708367682,-76.9439333735195,recojo_consolidado,2026-06-25,True,False,False,False,alto,2.2,15
206,90,-12.193341842119548,-76.95764070746219,recojo_consolidado,2026-06-22,True,False,True,True,medio,2.2,4
207,90,-12.229699089868811,-76.93184853393001,desmonte,2026-04-06,False,False,False,True,medio,0.2,-1
208,91,-12.223942087757868,-76.93103018744704,recojo_consolidado,2026-04-09,False,False,False,False,medio,1.2,-1
209,91,-12.193417389916666,-76.95955944099684,desmonte,2026-06-22,True,True,True,True,medio,3.7,4
210,91,-12.193740584127124,-76.95695074888195,recojo_consolidado,2026-06-04,True,False,False,False,alto,3.6,4
211,92,-12.193532731701483,-76.9573692329987,desmonte,2026-07-02,True,False,False,False,medio,3.2,4
212,92,-12.196079970731255,-76.93173495160393,desmonte,2026-04-22,True,False,False,False,medio,4.4,7
213,92,-12.194266159541106,-76.92970610726009,desmonte,2026-04-15,True,False,False,False,bajo,1.0,7
214,93,-12.192480362111056,-76.94212084693937,reciclaje_domiciliario,2026-05-02,True,True,False,False,medio,5.7,12
215,93,-12.197650374054527,-76.9554741648007,desmonte,2026-05-20,False,True,False,True,bajo,0.0,-1
216,94,-12.194960782815517,-76.95463557844663,desmonte,2026-06-01,True,False,False,True,alto,4.4,30
217,94,-12.232415088488397,-76.92700363759805,desmonte,2026-06-09,True,False,False,False,alto,4.0,11
218,94,-12.217573608227559,-76.9154069011442,desmonte,2026-05-01,False,False,False,False,bajo,2.3,-1
219,95,-12.223897378493556,-76.96368670269167,reciclaje_domiciliario,2026-05-14,True,True,True,False,medio,1.3,35
220,96,-12.216765356028219,-76.94169631759979,recojo_consolidado,2026-05-24,True,False,False,False,bajo,1.6,6
221,96,-12.21184934925854,-76.95563384296067,recojo_consolidado,2026-06-01,True,True,False,False,alto,3.8,1
222,96,-12.201858822929383,-76.96065366607786,desmonte,2026-04-30,False,False,True,False,bajo,2.9,29
223,96,-12.233168289697582,-76.95315876724163,reciclaje_domiciliario,2026-04-07,True,True,False,False,medio,0.6,37
224,97,-12.22576068671734,-76.94474637874315,reciclaje_domiciliario,2026-06-23,True,True,False,True,medio,4.7,15
225,98,-12.21085436388515,-76.95628613689584,recojo_consolidado,2026-04-26,True,False,False,False,medio,0.6,1
226,98,-12.212882592212688,-76.926507319569,reciclaje_domiciliario,2026-05-25,True,False,True,False,alto,3.7,3
227,98,-12.194991940401607,-76.93080743671618,reciclaje_domiciliario,2026-05-06,True,True,False,False,medio,2.4,7
228,98,-12.202353054369432,-76.95794002082168,desmonte,2026-04-24,True,True,False,False,medio,4.1,2
229,99,-12.21106790864487,-76.95676914581728,recojo_consolidado,2026-06-06,True,False,False,False,alto,3.8,1
230,99,-12.193006963864564,-76.95768370728851,reciclaje_domiciliario,2026-06-16,True,True,True,False,alto,2.1,4
231,100,-12.193889285515038,-76.95715306759246,desmonte,2026-07-02,True,True,True,False,alto,4.0,4
232,101,-12.219609591159024,-76.94006234483594,reciclaje_domiciliario,2026-04-09,True,True,False,False,alto,0.9,38
233,102,-12.231708822062744,-76.92679998908922,desmonte,2026-04-24,True,True,True,False,medio,3.1,11
234,102,-12.228478522336482,-76.93060861336994,desmonte,2026-05-01,True,True,False,False,alto,2.9,39
235,103,-12.19258902631658,-76.95762708940995,reciclaje_domiciliario,2026-06-30,True,True,False,True,alto,3.8,4
236,103,-12.227922099272233,-76.9624471717426,reciclaje_domiciliario,2026-04-12,True,True,True,False,medio,4.0,28
237,103,-12.195886646158518,-76.93160945809157,recojo_consolidado,2026-06-24,True,False,True,False,bajo,1.7,7
238,104,-12.186675791121777,-76.93206566879684,recojo_consolidado,2026-06-08,True,False,False,False,medio,4.5,40
239,105,-12.201804441025773,-76.9620050528741,desmonte,2026-05-12,True,True,True,False,medio,3.6,-1
240,106,-12.232127446839177,-76.92687675865912,desmonte,2026-07-03,True,True,False,True,medio,4.9,11
241,106,-12.196504405160775,-76.94624324045073,desmonte,2026-04-27,True,False,True,False,medio,3.7,27
242,106,-12.21128397611092,-76.95694536814312,recojo_consolidado,2026-04-12,True,True,False,False,bajo,3.4,1
243,107,-12.224718811317478,-76.9308735545412,desmonte,2026-05-29,False,True,False,False,medio,2.3,-1
244,107,-12.195506211109793,-76.95387226656591,desmonte,2026-06-24,True,True,False,False,alto,2.7,30
245,108,-12.193773361894726,-76.95802399668077,reciclaje_domiciliario,2026-05-12,True,True,False,True,medio,5.7,4
246,108,-12.194212501455604,-76.9299853122355,desmonte,2026-04-25,True,False,True,True,bajo,2.7,7
247,108,-12.196242082085494,-76.93737995808799,reciclaje_domiciliario,2026-04-08,True,True,False,False,alto,2.8,-1
248,108,-12.196573383606543,-76.94599643173672,recojo_consolidado,2026-06-10,True,True,True,False,alto,2.6,27
249,108,-12.23265396975396,-76.95389026616017,reciclaje_domiciliario,2026-06-09,True,True,True,True,bajo,0.8,37
250,108,-12.193448126447198,-76.95904392845144,desmonte,2026-06-27,True,True,True,False,alto,3.9,4
251,109,-12.193200523282684,-76.95718847039898,desmonte,2026-07-01,True,True,True,False,alto,3.5,4
252,110,-12.193324678213566,-76.94277586181585,desmonte,2026-04-29,True,True,False,False,medio,4.3,12
253,111,-12.190725417614848,-76.94251758086143,desmonte,2026-06-15,True,False,False,True,alto,3.9,16
254,111,-12.192934573795323,-76.9581945743821,desmonte,2026-06-07,True,True,True,False,medio,2.7,4
